Raison Sociale;SIREN;Année;Note;Structure;Nom UES;Entreprises UES (SIREN);Région;Département
LNIR;310996939;2020;55;Entreprise;;;Île-de-France;Essonne
SITH ;005780960;2020;93;Unité Economique et Sociale (UES);;SECB (312826811);Pays de la Loire;Loire-Atlantique
SEYDIS SHO;433973062;2019;100;Entreprise;;;Provence-Alpes-Côte d'Azur;Var
AGC MIDIMEDITERRANEE;509957387;2020;83;Entreprise;;;Occitanie;Hérault
B2A;433895265;2020;76;Entreprise;;;Grand-Est;Bas-Rhin
SAS BOULANGERIES BG;478455793;2020;69;Unité Economique et Sociale (UES);;SAS COTE BOULANGE  (482340973);Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
AIRNOV FRANCE;814087276;2020;83;Entreprise;;;Île-de-France;Val-de-Marne
AMPLIFON SPA;420747289;2020;84;Entreprise;;;Île-de-France;Val-de-Marne
AD GRAND OUEST;775609431;2020;88;Entreprise;;;Pays de la Loire;Maine-et-Loire
KOHLER FRANCE;330339144;2020;98;Entreprise;;;Île-de-France;Seine-Saint-Denis
Infosys Limited;433572419;2020;86;Entreprise;;;Île-de-France;Hauts-de-Seine
AFTEC;351191119;2020;89;Entreprise;;;Bretagne;Ille-et-Vilaine
ISS PROPRETE;542016951;2020;88;Entreprise;;;Île-de-France;Paris
GENERALE FRIGORIFIQUE FRANCE;552130296;2020;75;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
SAFRAN ELECTRONICS AND DEFENSE COCKPIT SOLUTIONS;775694995;2020;83;Entreprise;;;Île-de-France;Seine-Saint-Denis
EIFFAGE ENERGIE SYSTEMES-GESTION & DEVELOPPEMENT;420542151;2020;80;Unité Economique et Sociale (UES);;EIFFAGE ENERGIE SYSTEMES INFRA LOIRE AUVERGNE (775635543),EIFFAGE ENERGIE SYSTEMES IT RHONE ALPES (378499644),EIFFAGE ENERGIE SYSTEMES CLEVIA CENTRE EST (518137864),EIFFAGE ENERGIE SYSTEMES IT LOIRE AUVERGNE (808488050),EIFFAGE ENERGIE SYSTEMES INFRA RHONE ALPES (808464515),EIFFAGE ENERGIE SYSTEMES CENTRE LOIRE (329009559),EIFFAGE ENERGIE SYSTEMES BASSE NORMANDIE (573820917),EIFFAGE ENERGIE SYSTEMES CLEVIA NORMANDIE (398461582),EIFFAGE ENERGIE SYSTEMES VAL DE LOIRE (388779407),EIFFAGE ENERGIE SYSTEMES HAUTE NORMANDIE (388777534),EIFFAGE ENERGIE SYSTEMES TRANSPORT & DISTRIBUTION (309122810),EIFFAGE ENERGIE SYSTEMES ELECTRONIQUE (403748379),EIFFAGE ENERGIE FERROVIAIRES (403859028),EIFFAGE ENERGIE SYSTEMES MARTINIQUE (404123275),EIFFAGE ENERGIE SYSTEMES RESEAUX & SOLUTIONS (312126360),EIFFAGE ENERGIE SYSTEMES GUADELOUPE (422620799),EIFFAGE ENERGIE SYSTEMES GUYANE (518137823),EIFFAGE ENERGIE SYSTEMES LORRAINE MARNE ARDENNES (342793098),EIFFAGE ENERGIE SYSTEMES ALSACE FRANCHE COMTE (388758708),EIFFAGE ENERGIE SYSTEMES BOURGOGNE CHAMPAGNE (388773772),EIFFAGE ENERGIE SYSTEMES CLEVIA EST (340023225),EIFFAGE ENERGIE SYSTEMES MEDITERRANEE (388758617),EIFFAGE ENERGIE SYSTEMES CLEVIA MEDITERRANEE (518137724),EIFFAGE ENERGIE SYSTEMES EIS VDR (518201793),EIFFAGE ENERGIE SYSTEMES PROVENCE (808606362),EIFFAGE ENERGIE SYSTEMES POITOU CHARENTE (302068382),EIFFAGE ENERGIE SYSTEMES AQUITAINE (401070891),EIFFAGE ENERGIE SYSTEMES CASSAGNE (385249701),EIFFAGE ENERGIE SYSTEMES CLEVIA NOUVELLE AQUITAINE (518137773),EIFFAGE ENERGIE SYSTEMES THERM INOX (429468572),EIFFAGE ENERGIE SYSTEMES INFRA NORD (388781551),EIFFAGE ENERGIE SYSTEMES NORD (388784928),EIFFAGE ENERGIE SYSTEMES INDUS NORD (388727240),EIFFAGE ENERGIE SYSTEMES CLEVIA NORD (518137757),EIFFAGE ENERGIE SYSTEMES CLEVIA SUD OUEST (640800223),EIFFAGE ENERGIE SYSTEMES QUERCY ROUERGUE GEVAUDAN (309646453),EIFFAGE ENERGIE SYSTEMES SUD OUEST (388739179),EIFFAGE ENERGIE SYSTEMES FONTANIE (326791993),EIFFAGE ENERGIE SYSTEMES CHAMAYOU (780083762),EIFFAGE ENERGIE SYSTEMES CLEVIA OUEST (788373603),EIFFAGE ENERGIE SYSTEMES LOIRE OCEAN (313196768),EIFFAGE ENERGIE SYSTEMES MAINE BRETAGNE (388772105),EIFFAGE ENERGIE SYSTEMES FERROVIAIRES (428729602),EIFFAGE ENERGIE SYSTEMES SERVICES IDF (518201744),EIFFAGE ENERGIE SYSTEMES CLEVIA IDF (323814632),EIFFAGE ENERGIE SYSTEMES AUTOMATISME & ROBOTIQUE (326966140),EIFFAGE ENERGIE SYSTEMES ILE DE FRANCE (420540643);Île-de-France;Yvelines
POMME DE PAIN SAS;582150041;2019;84;Entreprise;;;Île-de-France;Paris
ALTERIS;535049050;2020;78;Entreprise;;;Auvergne-Rhône-Alpes;Puy-de-Dôme
L'IMPERIAL PALACE;343925574;2020;76;Entreprise;;;Auvergne-Rhône-Alpes;Haute-Savoie
CACC;905720512;2020;89;Entreprise;;;Nouvelle-Aquitaine;Charente
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD RHONE ALPES;402121958;2020;87;Entreprise;;;Auvergne-Rhône-Alpes;Isère
COFIRHAD;351438239;2020;88;Entreprise;;;Auvergne-Rhône-Alpes;Allier
PeopleDoc;499898047;2020;71;Entreprise;;;Île-de-France;Paris
FONDATION FASSIC;835136367;2020;77;Entreprise;;;Pays de la Loire;Maine-et-Loire
SEDI;390105864;2020;99;Entreprise;;;Île-de-France;Hauts-de-Seine
GEFCO FRANCE;789791464;2020;88;Entreprise;;;Île-de-France;Hauts-de-Seine
KIKO FRANCE;521795237;2020;;Entreprise;;;Île-de-France;Paris
SAS CHAINE THERMALE DU SOLEIL;310968540;2018;92;Entreprise;;;Île-de-France;Paris
Sofresid Engineering SA;334456886;2020;74;Entreprise;;;Île-de-France;Yvelines
MONDIAL PARE BRISE;418505343;2020;46;Entreprise;;;Île-de-France;Hauts-de-Seine
ANRAS;305874117;2020;;Entreprise;;;Occitanie;Haute-Garonne
COSTCO FRANCE S.A.S.;513637918;2020;99;Entreprise;;;Île-de-France;Essonne
MSD FRANCE;417890589;2020;98;Entreprise;;;Île-de-France;Hauts-de-Seine
BBN;722047511;2020;55;Entreprise;;;Île-de-France;Essonne
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC;492826417;2020;89;Entreprise;;;Occitanie;Hérault
FONDATION APPRENTIS D'AUTEUIL;775688799;2020;94;Entreprise;;;Île-de-France;Paris
Action france;753308238;2019;94;Entreprise;;;Île-de-France;Paris
DEUX PJ;435291067;2020;;Entreprise;;;Île-de-France;Seine-et-Marne
SA;350077368;2020;;Entreprise;;;Nouvelle-Aquitaine;Vienne
Borealis Chimie;421454406;2019;78;Entreprise;;;Île-de-France;Hauts-de-Seine
SA Distrimag;432547206;2020;74;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
Colt Technology Services;402628838;2020;91;Entreprise;;;Île-de-France;Hauts-de-Seine
maxi aide grand lyon;323448670;2020;61;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
CLINIQUE DU MILLENAIRE;458800349;2020;89;Entreprise;;;Occitanie;Hérault
Charles River Laboratories France;086650041;2020;89;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
DEKRA AutomotiveSolutions;411551633;2020;76;Entreprise;;;Île-de-France;Hauts-de-Seine
LAFARGEHOLCIM CIMENT;302135561;2020;62;Unité Economique et Sociale (UES);;LAFARGEHOLCIM DISTRIBUTION (451120331);Île-de-France;Hauts-de-Seine
GIE LOGISTIQUE HOSPITALIERE GBNA;508962636;2020;93;Entreprise;;;Nouvelle-Aquitaine;Gironde
SPIRAX SARCO SAS;552126922;2020;72;Entreprise;;;Île-de-France;Yvelines
INSTITUT SAINT IRENEE DES CHARTREUX;779825116;2019;96;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
COMPTOIR DES COTONNIERS;720802776;2020;74;Entreprise;;;Île-de-France;Paris
FONDATION GEORGES BOISSEL;301012365;2020;96;Entreprise;;;Auvergne-Rhône-Alpes;Isère
Estée Lauder Companies EMEA;498860063;2020;96;Entreprise;;;Île-de-France;Hauts-de-Seine
Centre France Portage;843928714;2020;86;Entreprise;;;Auvergne-Rhône-Alpes;Puy-de-Dôme
Banque Neuflize OBC;552003261;2020;90;Unité Economique et Sociale (UES);;ABN AMRO Investment Solutions (410204390),NEUFLIZE VIE (377678917);Île-de-France;Paris
EUROPE HANDLING;395294358;2020;99;Entreprise;;;Île-de-France;Val-d'Oise
ECOTEC - Ecole Internatione Tunon;338302383;2020;68;Entreprise;;;Île-de-France;Paris
Polyclinique de Blois;597320233;2020;93;Entreprise;;;Centre-Val de Loire;Loir-et-Cher
ADSN;329325005;2020;91;Unité Economique et Sociale (UES);;ADNOV (381000611);Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
TDF SAS;342404399;2020;92;Entreprise;;;Île-de-France;Hauts-de-Seine
SAS CRF du Dr STER;642920417;2020;99;Entreprise;;;Occitanie;Hérault
ELEX FRANCE;342294956;2020;52;Entreprise;;;Île-de-France;Paris
Newrest Wagons Lits France TGV;789485869;2020;94;Unité Economique et Sociale (UES);;Newrest Wagons Lits International (797457314);Île-de-France;Paris
Europe Services Déchets;453711905;2020;;Entreprise;;;Île-de-France;Essonne
INTERWAY;389671165;2019;69;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
COFIROUTE;552115891;2020;94;Entreprise;;;Île-de-France;Hauts-de-Seine
Adecco France;998823504;2020;98;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
AMAZON WEB SERVICES EMEA SARL;831001334;2020;92;Entreprise;;;Île-de-France;Hauts-de-Seine
ALBEA TUBES FRANCE;377679840;2020;88;Entreprise;;;Grand-Est;Marne
SAP FRANCE;379821994;2020;76;Unité Economique et Sociale (UES);;SAP FRANCE HOLDING (341612687);Île-de-France;Hauts-de-Seine
Charles River laboratories France Safety Assessment;323840645;2020;93;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
CBRE GWS France;809872807;2019;85;Entreprise;;;Île-de-France;Hauts-de-Seine
MAIF;775709702;2020;99;Entreprise;;;Nouvelle-Aquitaine;Deux-Sèvres
GEOPARTS;501379291;2020;88;Entreprise;;;Île-de-France;Hauts-de-Seine
VACANCEOLE;519796429;2020;71;Unité Economique et Sociale (UES);;ALLOS 2 (814369047),VACANCEOLE LES JARDINS DE L'AMIRAUTE (821780863),VACANCEOLE COTE D'AZUR (838331759),LES JARDINS DE BALNEA (818926099),VACANCEOLE BRETAGNE (838599660),LES DEMEURES CHAMPENOISES (802850818),VACANCEOLE LE DOMAINE DU CHATEAU (821780848),LE CLOS DU ROCHER (801646704),VACANCEOLE LE DOMAINE DE LA CORNICHE (821780855),VACANCEOLE LE DUGUESCLIN (821780913),VACANCEOLE ALLEE DES DUNES (821305166),DUO'COM (819803909),LES DEMEURES D'EGLETONS (817765407),VACANCEOLE LE DOMAINE D'ENSERUNE (821780871),VACANCEOLE LA FECLAZ (832947287),VACANCEOLE HOLDING (821305273),VACANCEOLE LES RIVES DU LAC (821780822),VACANCEOLE LANGUEDOC (838331825),RESIDENCE LISA MARIA (883176075),LES DEMEURES DE LA MASSANE (817573439),VACANCEOLE MEDITERRANEE (818452849),VACANCEOLE MERVILLE (519374052),VACANCEOLE LE DOMAINE DU MONT (821780889),VACANCEOLE PLESCOP (830908240),VACANCEOLE PROVENCE (833205024),VACANCEOLE PYRENEES (839473923),SERIFOS (802840892),SIFNOS (802639328),VACANCEOLE TIGNES (820825693),TINOS (804818177),LES DEMEURES DE TORRELLANES (802074781),VACANCEOLE TOURISME (839337532),VACANCEOLE VOYAGES (817493083);Auvergne-Rhône-Alpes;Savoie
AIGLE INTERNATIONAL;314397712;2020;97;Entreprise;;;Nouvelle-Aquitaine;Vienne
Les Laboratoires Dermatologiques d'Uriage;333502680;2020;84;Entreprise;;;Île-de-France;Hauts-de-Seine
YOPLAIT PRODUCTION FRANCE;400040283;2020;89;Entreprise;;;Île-de-France;Hauts-de-Seine
BOUYGUES BATIMENT NORD-EST ;758801906;2020;81;Unité Economique et Sociale (UES);;LINKCITY NORD-EST (378686950);Hauts-de-France;Nord
R BOURGEOIS;562821207;2020;;Entreprise;;;Bourgogne-Franche-Comté;Doubs
BOFROST*FRANCE;418037768;2020;88;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
MUTUALITE FRANCAISE CENTRE VAL DE LOIRE;775347891;2019;92;Entreprise;;;Centre-Val de Loire;Indre-et-Loire
HOPITAL DE LA PORTE VERTE;313905424;2020;86;Entreprise;;;Île-de-France;Yvelines
BJORG BONNETERRE ET COMPAGNIE;970502761;2020;88;Unité Economique et Sociale (UES);;BJORG ET COMPAGNIE (402712350),BONNETERRE ET COMPAGNIE (682043724);Auvergne-Rhône-Alpes;Rhône
POLYTECHNYL;815232848;2020;82;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
Fullsix Group;414650200;2020;79;Unité Economique et Sociale (UES);;Fullsix France (438769127),Ekino (509512760),MFG Labs  (509995809);Île-de-France;Hauts-de-Seine
CPAM DE LA CHARENTE;781172358;2019;78;Entreprise;;;Nouvelle-Aquitaine;Charente
SCASO;596950139;2020;88;Entreprise;;;Nouvelle-Aquitaine;Gironde
Association;785165010;2020;92;Entreprise;;;Île-de-France;Essonne
SOLINEST;946050200;2020;88;Entreprise;;;Grand-Est;Haut-Rhin
Loomis France;479048597;2020;80;Entreprise;;;Île-de-France;Seine-Saint-Denis
SODIMA;440769032;2020;88;Entreprise;;;Île-de-France;Hauts-de-Seine
SAS IMANY;528698004;2020;92;Entreprise;;;Grand-Est;Haute-Marne
CANON BRETAGNE;327991774;2020;88;Entreprise;;;Bretagne;Ille-et-Vilaine
ZEDEL;411851926;2020;81;Unité Economique et Sociale (UES);;PETZL DISTRIBUTION (388381642);Auvergne-Rhône-Alpes;Isère
CLESTRA HAUSERMAN;798005674;2020;81;Entreprise;;;Grand-Est;Bas-Rhin
Mutualité française Ardèche Drôme;776229460;2020;97;Entreprise;;;Auvergne-Rhône-Alpes;Ardèche
Fast Retailing France;482065786;2020;;Entreprise;;;Île-de-France;Paris
GEDIS;800252389;2020;89;Entreprise;;;Grand-Est;Bas-Rhin
FIVES NORDON;433948031;2020;69;Entreprise;;;Grand-Est;Meurthe-et-Moselle
TRATEL SAS;519091789;2020;;Entreprise;;;Île-de-France;Yvelines
AUTOGRILL COTE FRANCE;391378239;2019;88;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
iQera Services;348884594;2020;86;Entreprise;;;Centre-Val de Loire;Indre-et-Loire
Europe Services Propreté;423888932;2020;79;Entreprise;;;Île-de-France;Essonne
LABORATOIRE NUTERGIA;006380042;2020;78;Entreprise;;;Occitanie;Aveyron
CENTRE JEAN PERRIN;779213867;2020;93;Entreprise;;;Auvergne-Rhône-Alpes;Puy-de-Dôme
LA VOIX DU NORD;457507267;2020;81;Entreprise;;;Hauts-de-France;Nord
SAINT-GOBAIN PAM;755802105;2020;;Entreprise;;;Grand-Est;Meurthe-et-Moselle
AVEM;330447236;2020;79;Entreprise;;;Bretagne;Ille-et-Vilaine
Ligue de l'enseignement;775666415;2020;92;Entreprise;;;Île-de-France;Paris
Association;775714157;2020;87;Entreprise;;;Provence-Alpes-Côte d'Azur;Vaucluse
Humando;401015938;2020;;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
COMETZ;440323426;2020;100;Entreprise;;;Grand-Est;Moselle
SA;958506289;2020;;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
MSX INTERNATIONAL BUSINESS SERVICES FRANCE;444713986;2020;71;Entreprise;;;Île-de-France;Hauts-de-Seine
MSA AIN-RHÔNE;521367805;2020;88;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
SANTE SERVICE DAX;303375356;2020;;Entreprise;;;Nouvelle-Aquitaine;Landes
DIMOTRANS;382577021;2020;86;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
ATASH;784361453;2020;;Entreprise;;;Nouvelle-Aquitaine;Charente-Maritime
L'IMPERIAL PALACE;343925574;2018;81;Entreprise;;;Auvergne-Rhône-Alpes;Haute-Savoie
CARL ZEISS VISION;619200850;2020;93;Entreprise;;;Bretagne;Ille-et-Vilaine
VELUX France;970200044;2020;93;Entreprise;;;Île-de-France;Essonne
LISI AUTOMOTIVE FORMER;322624701;2020;88;Entreprise;;;Bourgogne-Franche-Comté;Territoire de Belfort
SERVICE INNOVATION GROUP FRANCE;692043250;2020;79;Entreprise;;;Île-de-France;Yvelines
MSA Mayenne-Orne-Sarthe;481521003;2020;98;Entreprise;;;Pays de la Loire;Sarthe
Association;402483853;2020;;Entreprise;;;Occitanie;Haute-Garonne
ANTARGAZ ENERGIE;382151272;2020;69;Entreprise;;;Île-de-France;Hauts-de-Seine
ORANGINA SCHWEPPES FRANCE;404907941;2020;86;Entreprise;;;Île-de-France;Hauts-de-Seine
FRESENIUS VIAL SAS;408720282;2019;92;Entreprise;;;Auvergne-Rhône-Alpes;Isère
SUEZ RV France;775690035;2020;88;Unité Economique et Sociale (UES);;SUEZ RV Centre-Est (343488508),SUEZ RV Centre-Ouest (343004511),SUEZ RV Ile de France (662014489),SUEZ RV Méditerranée (712620715),SUEZ RV Nord-Est (504726787),SUEZ RV Normandie (788261626),SUEZ RV Ouest (344263702),SUEZ RV Sud-Ouest (701980203);Île-de-France;Hauts-de-Seine
MONDELEZ FRANCE SAS;808234801;2020;93;Unité Economique et Sociale (UES);;Mondelez Europe Procurement gmbh succursale Française  (508873650),Mondelez Europe Services gmbh succursale Française  (508852258),Mondelez France Biscuits Production SAS (433085149),Mondelez France R & D SAS  (538379447);Île-de-France;Hauts-de-Seine
BARON PHILIPPE DE ROTHSCHILD;459202644;2020;72;Entreprise;;;Nouvelle-Aquitaine;Gironde
ASSOCIATION ESCALE;781340419;2020;84;Entreprise;;;Nouvelle-Aquitaine;Charente-Maritime
SAS;451238042;2020;90;Entreprise;;;Grand-Est;Bas-Rhin
APAMAD;509168480;2020;87;Entreprise;;;Grand-Est;Haut-Rhin
NOVASEP PROCESS;401791959;2020;76;Entreprise;;;Grand-Est;Meurthe-et-Moselle
Pari Mutuel Urbain (PMU);775671258;2020;98;Entreprise;;;Île-de-France;Paris
CPAM SEINE SAINT DENIS;323690271;2020;94;Entreprise;;;Île-de-France;Seine-Saint-Denis
APALIB;778950717;2020;;Entreprise;;;Grand-Est;Haut-Rhin
LALLIARD SAS;334641958;2020;;Entreprise;;;Auvergne-Rhône-Alpes;Haute-Savoie
SIRF;546850231;2020;72;Entreprise;;;Pays de la Loire;Vendée
DELTA DORE FINANCE;422825562;2020;82;Unité Economique et Sociale (UES);;DELTA DORE SA (897080289),SAS D2F (829236769);Bretagne;Ille-et-Vilaine
TISSEO;520807876;2020;85;Entreprise;;;Occitanie;Haute-Garonne
SAS JEANDIS;383339595;2020;82;Entreprise;;;Nouvelle-Aquitaine;Lot-et-Garonne
EIFFAGE CONSTRUCTION BRETAGNE;316137959;2020;;Entreprise;;;Bretagne;Ille-et-Vilaine
UES CERFRANCE BROCELIANDE;777734039;2020;90;Unité Economique et Sociale (UES);;WEELOGIC 35-56 (349818336);Bretagne;Ille-et-Vilaine
FAURECIA SERVICES GROUPE;433698461;2020;77;Entreprise;;;Île-de-France;Hauts-de-Seine
NOVACEL;315710293;2020;86;Entreprise;;;Normandie;Seine-Maritime
ArcelorMittal Méditerranée;421174038;2019;83;Entreprise;;;Île-de-France;Seine-Saint-Denis
Safran Aerosystems Services Europe;484197330;2019;93;Entreprise;;;Île-de-France;Yvelines
CPAM DE LA CHARENTE;781172358;2020;79;Entreprise;;;Nouvelle-Aquitaine;Charente
Quadient France;378778542;2020;84;Entreprise;;;Île-de-France;Hauts-de-Seine
EPHIGEA;475483319;2020;63;Entreprise;;;Hauts-de-France;Nord
MONOP';444656680;2020;80;Entreprise;;;Île-de-France;Hauts-de-Seine
ORLY CUSTOMER ASSISTANCE;515212801;2020;95;Entreprise;;;Île-de-France;Val-d'Oise
NANTES SAINT-NAZAIRE PORT;775604853;2020;89;Entreprise;;;Pays de la Loire;Loire-Atlantique
Centre de Spécialités Pharmaceutiques;857200521;2020;88;Entreprise;;;Auvergne-Rhône-Alpes;Puy-de-Dôme
ALDI REIMS SARL;501434898;2019;93;Entreprise;;;Grand-Est;Marne
SODEXI;347960825;2019;99;Entreprise;;;Île-de-France;Val-d'Oise
VERESCENCE FRANCE;801672791;2020;76;Entreprise;;;Île-de-France;Hauts-de-Seine
LE REPUBLICAIN LORRAIN;317169134;2020;;Entreprise;;;Grand-Est;Moselle
APEI de Chambery;775653280;2020;99;Entreprise;;;Auvergne-Rhône-Alpes;Savoie
VVF VILLAGES;775634132;2020;64;Unité Economique et Sociale (UES);;VST (318558384),VVF FORMATION (800766651);Auvergne-Rhône-Alpes;Puy-de-Dôme
sas APEN;421850066;2020;68;Entreprise;;;Hauts-de-France;Nord
SODIJOUR;310497482;2020;97;Entreprise;;;Pays de la Loire;Loire-Atlantique
SEMITAN STE ECO MIXTE AGGLO NANTAISE;314684960;2020;90;Entreprise;;;Pays de la Loire;Loire-Atlantique
ETS PUIGRENIER SAS;327852596;2020;89;Entreprise;;;Auvergne-Rhône-Alpes;Allier
CAISSE PRIMAIRE D'ASSURANCE MALADIE  DU DOUBS;515223345;2018;82;Entreprise;;;Bourgogne-Franche-Comté;Doubs
APTAR STELMI SAS;642040000;2020;87;Entreprise;;;Île-de-France;Seine-Saint-Denis
RS COMPONENTS SAS;334534039;2019;96;Entreprise;;;Hauts-de-France;Oise
BORDEAUX INTER CHALLENGE;344966452;2019;;Entreprise;;;Nouvelle-Aquitaine;Gironde
HARIBO RICQLES ZAN;572149169;2018;79;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
GROUPE SGP;484733043;2020;88;Entreprise;;;Grand-Est;Moselle
UNION DEFENS SANTE MENTALE REG EST PARIS;785705922;2020;80;Entreprise;;;Île-de-France;Val-de-Marne
Société Française Gardy SAS;552034951;2019;87;Entreprise;;;Bourgogne-Franche-Comté;Saône-et-Loire
ADGESSA;378925150;2019;99;Entreprise;;;Nouvelle-Aquitaine;Gironde
ASSOCIATION EDENIS;334795051;2020;98;Entreprise;;;Occitanie;Haute-Garonne
CACC;905720512;2018;64;Entreprise;;;Nouvelle-Aquitaine;Charente
sAUVEGARDE DE L ENFANT DE L ADOLESCENT ET DE L ADULTE EN YVELINES;775708746;2020;84;Entreprise;;;Île-de-France;Yvelines
RESTONIS;531170819;2020;79;Entreprise;;;Île-de-France;Val-de-Marne
VETIR;322424342;2020;;Entreprise;;;Pays de la Loire;Maine-et-Loire
ADAPEI DE LA CORREZE;775566649;2019;98;Entreprise;;;Nouvelle-Aquitaine;Corrèze
BFSA;695720821;2020;72;Entreprise;;;Provence-Alpes-Côte d'Azur;Alpes-Maritimes
IMERYS CERAMICS FRANCE;490096591;2019;79;Entreprise;;;Île-de-France;Paris
Uniformation;309065043;2020;89;Entreprise;;;Île-de-France;Paris
TEXELIS;501698419;2020;85;Entreprise;;;Nouvelle-Aquitaine;Haute-Vienne
APEI 2 VALLEES;794021030;2019;86;Entreprise;;;Hauts-de-France;Aisne
SERVIER MONDE;321423212;2020;81;Entreprise;;;Île-de-France;Hauts-de-Seine
EM Normandie;479806630;2019;75;Entreprise;;;Normandie;Seine-Maritime
HARIBO RICLES ZAN;572149169;2020;90;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
SAS FEU VERT;327359980;2020;78;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
SAS;351164488;2020;93;Entreprise;;;Hauts-de-France;Nord
ADF TECHNOLOGIES;488345497;2019;;Entreprise;;;Occitanie;Haute-Garonne
AKIOLIS GROUP;536550056;2020;;Entreprise;;;Pays de la Loire;Sarthe
AMSEAA;317528008;2020;78;Entreprise;;;Grand-Est;Meuse
Agilent Technologies France SAS;423646736;2020;93;Entreprise;;;Île-de-France;Essonne
	GIE ADVITAM AGROEQUIPEMENT;850865163;2020;;Unité Economique et Sociale (UES);;CASA SERVICE MACHINE (347656290),VERHAEGHE (076550060),VERCIM (844676312);Hauts-de-France;Pas-de-Calais
CNPP;775659949;2020;92;Unité Economique et Sociale (UES);;CNPP Entreprise (342901253),Société de la Corne Haute (391507829),CNPP Cert. (793766973);Normandie;Eure
77572641705666;775726417;2020;86;Entreprise;;;Île-de-France;Hauts-de-Seine
Société Coopérative agricole et agro alimentaire AGRIAL;428611719;2018;89;Unité Economique et Sociale (UES);;DISTRICO (353669419),DISTRISERVICES (353663677),BENOIST (695650036),BENOIST SEM (407958719),CENTRE SEM (318052735),SEMARA (749939351),VEGAM (679200071),VERN ALIMENTS (435299334),AGRIAL COOP MANAGEMENT (812774933),AVENIR AGRI (500945480),OUESTMIN (815380936),NOV-A RECHERCHE (790836290);Normandie;Calvados
CMSEA;775618689;2020;94;Entreprise;;;Grand-Est;Moselle
AIRBUS SAS;383474814;2018;88;Entreprise;;;Occitanie;Haute-Garonne
GROUPE LDLC;403554181;2018;99;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
PANALPINA FRANCE;572074110;2019;79;Entreprise;;;Île-de-France;Seine-Saint-Denis
BHV EXPLOITATION;572232650;2019;100;Entreprise;;;Île-de-France;Paris
GIE RAMSAY HOSPITALISATION;348112541;2020;87;Unité Economique et Sociale (UES);;GIE RAMSAY SANTE (429427008),GIE INTER FILIALE (483340949);Île-de-France;Paris
INEXTENSO IDF;449259860;2020;89;Entreprise;;;Île-de-France;Hauts-de-Seine
APR SERVICES;399921626;2019;89;Entreprise;;;Nouvelle-Aquitaine;Pyrénées-Atlantiques
OEUVRES DE PEN BRON;775605611;2020;100;Entreprise;;;Pays de la Loire;Loire-Atlantique
STE GRAND SUD ;348064312;2020;;Entreprise;;;Occitanie;Haute-Garonne
CORA;786920306;2020;89;Entreprise;;;Île-de-France;Seine-et-Marne
NORAUTO;480470152;2020;89;Entreprise;;;Hauts-de-France;Nord
GARAGE DUCHAMP;796580926;2020;;Entreprise;;;Auvergne-Rhône-Alpes;Haute-Savoie
EURODIF;408772101;2020;96;Entreprise;;;Île-de-France;Paris
VINCI Construction Grands Projets;343088134;2018;76;Entreprise;;;Île-de-France;Hauts-de-Seine
ABBOTT MEDICAL SAS;398043356;2018;81;Entreprise;;;Île-de-France;Hauts-de-Seine
SODIJOUR;310497482;2019;97;Entreprise;;;Pays de la Loire;Loire-Atlantique
BMVirolle;479980914;2018;84;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
PLD MEDITERRANEE;799303268;2020;95;Entreprise;;;Occitanie;Hérault
Association Jeunes Handicapés;775728421;2018;87;Entreprise;;;Occitanie;Haute-Garonne
SA;313446189;2020;55;Entreprise;;;Île-de-France;Val-d'Oise
BIOALLIANCE;389394065;2020;94;Entreprise;;;Centre-Val de Loire;Loiret
GIE Osiris;422382168;2019;88;Entreprise;;;Auvergne-Rhône-Alpes;Isère
